# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.010274      	smoothSolver	2.196870e-04	6.617540e-06	3	2.306660e-03	7.688240e-06	6	false	GAMG	2.243500e-02	1.522200e-04	5	true
0.010411      	smoothSolver	2.181630e-04	6.490680e-06	3	2.294220e-03	7.526590e-06	6	false	GAMG	2.205570e-02	1.563980e-04	5	true
0.0105479     	smoothSolver	2.165180e-04	6.371250e-06	3	2.280180e-03	7.373990e-06	6	false	GAMG	2.170460e-02	1.514580e-04	5	true
0.0106849     	smoothSolver	2.149490e-04	6.253930e-06	3	2.266840e-03	7.223930e-06	6	false	GAMG	2.116120e-02	1.488110e-04	5	true
0.0108219     	smoothSolver	2.134050e-04	6.140020e-06	3	2.253550e-03	7.077850e-06	6	false	GAMG	2.075770e-02	1.457700e-04	5	true
0.010961      	smoothSolver	2.150980e-04	6.271760e-06	3	2.274330e-03	7.345700e-06	6	false	GAMG	2.093160e-02	1.570080e-04	5	true
0.0111        	smoothSolver	2.133820e-04	6.165550e-06	3	2.258920e-03	7.203680e-06	6	false	GAMG	2.051570e-02	1.399360e-04	5	true
0.0112391     	smoothSolver	2.119550e-04	6.053910e-06	3	2.246640e-03	7.056560e-06	6	false	GAMG	2.011990e-02	1.407690e-04	5	true
0.0113782     	smoothSolver	2.104870e-04	5.947060e-06	3	2.233770e-03	6.915650e-06	6	false	GAMG	1.977470e-02	1.372010e-04	5	true
0.0115172     	smoothSolver	2.090670e-04	5.842260e-06	3	2.221330e-03	6.777480e-06	6	false	GAMG	1.942760e-02	1.348500e-04	5	true
0.0116563     	smoothSolver	2.076700e-04	5.740220e-06	3	2.208990e-03	6.642740e-06	6	false	GAMG	1.907920e-02	1.323000e-04	5	true
0.0117954     	smoothSolver	2.063050e-04	5.640610e-06	3	2.196750e-03	6.511190e-06	6	false	GAMG	1.882640e-02	1.299350e-04	5	true
0.0119344     	smoothSolver	2.049690e-04	5.543400e-06	3	2.184600e-03	6.382760e-06	6	false	GAMG	1.852520e-02	1.275090e-04	5	true
0.0120735     	smoothSolver	2.036650e-04	5.448530e-06	3	2.172660e-03	6.257410e-06	6	false	GAMG	1.814600e-02	1.252600e-04	5	true
0.0122125     	smoothSolver	2.023860e-04	5.355930e-06	3	2.160810e-03	6.134990e-06	6	false	GAMG	1.782340e-02	1.230770e-04	5	true
0.0123516     	smoothSolver	2.011310e-04	5.265500e-06	3	2.149080e-03	6.015470e-06	6	false	GAMG	1.752240e-02	1.209390e-04	5	true
0.0124932     	smoothSolver	2.035920e-04	5.434630e-06	3	2.176960e-03	6.330240e-06	6	false	GAMG	1.785030e-02	1.332210e-04	5	true
0.0126349     	smoothSolver	2.021400e-04	5.350230e-06	3	2.162920e-03	6.213660e-06	6	false	GAMG	1.754670e-02	1.164550e-04	5	true
0.0127765     	smoothSolver	2.009710e-04	5.259040e-06	3	2.151970e-03	6.090090e-06	6	false	GAMG	1.714610e-02	1.181590e-04	5	true
0.0129181     	smoothSolver	1.997500e-04	5.172140e-06	3	2.140400e-03	5.972340e-06	6	false	GAMG	1.688090e-02	1.152360e-04	5	true
0.0130598     	smoothSolver	1.985680e-04	5.086720e-06	3	2.129470e-03	5.856460e-06	6	false	GAMG	1.662160e-02	1.135790e-04	5	true
0.0132014     	smoothSolver	1.974000e-04	5.003430e-06	3	2.118710e-03	5.743480e-06	6	false	GAMG	1.636030e-02	1.116540e-04	5	true
0.0133431     	smoothSolver	1.962560e-04	4.922020e-06	3	2.108050e-03	5.633030e-06	6	false	GAMG	1.608860e-02	1.098800e-04	5	true
0.0134847     	smoothSolver	1.951300e-04	4.842560e-06	3	2.097480e-03	9.927210e-06	5	false	GAMG	1.478050e-02	1.314460e-04	5	true
0.0136263     	smoothSolver	1.938540e-04	9.992090e-06	2	2.085770e-03	9.801900e-06	5	false	GAMG	2.965590e-02	1.613180e-04	6	true
0.013768      	smoothSolver	1.891200e-04	4.834530e-06	3	2.033290e-03	9.804280e-06	5	false	GAMG	1.555150e-02	8.026090e-05	6	true
0.0139096     	smoothSolver	1.928830e-04	9.664320e-06	2	2.077400e-03	9.395720e-06	5	false	GAMG	2.878310e-02	1.833570e-04	6	true
0.0140512     	smoothSolver	1.869570e-04	9.822540e-06	2	2.011690e-03	9.474180e-06	5	false	GAMG	2.786790e-02	2.359380e-04	4	true
0.0141929     	smoothSolver	1.871290e-04	9.639760e-06	2	2.014840e-03	9.244390e-06	5	false	GAMG	2.611550e-02	1.534470e-04	5	true
0.0143345     	smoothSolver	1.860100e-04	9.525640e-06	2	2.003000e-03	9.096530e-06	5	false	GAMG	2.607890e-02	1.404530e-04	5	true
0.0144762     	smoothSolver	1.851550e-04	9.400250e-06	2	1.994480e-03	8.937930e-06	5	false	GAMG	2.559880e-02	1.410480e-04	5	true
0.0146178     	smoothSolver	1.842630e-04	9.281130e-06	2	1.985310e-03	8.779640e-06	5	false	GAMG	2.528100e-02	1.386030e-04	5	true
0.0147594     	smoothSolver	1.833940e-04	9.162380e-06	2	1.976490e-03	8.630160e-06	5	false	GAMG	2.495870e-02	1.368940e-04	5	true
0.0149011     	smoothSolver	1.825340e-04	9.046660e-06	2	1.967620e-03	8.478980e-06	5	false	GAMG	2.464610e-02	1.350130e-04	5	true
0.0150427     	smoothSolver	1.816840e-04	8.932290e-06	2	1.958860e-03	8.335010e-06	5	false	GAMG	2.418520e-02	1.332860e-04	5	true
0.0151843     	smoothSolver	1.808460e-04	8.820370e-06	2	1.950090e-03	8.190750e-06	5	false	GAMG	2.387310e-02	1.316010e-04	5	true
0.015326      	smoothSolver	1.800160e-04	8.709930e-06	2	1.941410e-03	8.052120e-06	5	false	GAMG	2.351600e-02	1.299190e-04	5	true
0.015472      	smoothSolver	1.847880e-04	9.228230e-06	2	1.992970e-03	8.827090e-06	5	false	GAMG	2.429250e-02	1.520970e-04	5	true
0.0156181     	smoothSolver	1.835860e-04	9.133800e-06	2	1.980020e-03	8.700550e-06	5	false	GAMG	2.392450e-02	1.252600e-04	5	true
0.0157642     	smoothSolver	1.828360e-04	9.014490e-06	2	1.971970e-03	8.541960e-06	5	false	GAMG	2.354750e-02	1.290920e-04	5	true
0.0159102     	smoothSolver	1.819850e-04	8.902780e-06	2	1.962810e-03	8.397400e-06	5	false	GAMG	2.327510e-02	1.262690e-04	5	true
0.0160563     	smoothSolver	1.811710e-04	8.791870e-06	2	1.954020e-03	8.252140e-06	5	false	GAMG	2.296850e-02	1.249600e-04	5	true
0.0162024     	smoothSolver	1.803610e-04	8.683000e-06	2	1.945310e-03	8.111550e-06	5	false	GAMG	2.259650e-02	1.233990e-04	5	true
0.0163484     	smoothSolver	1.795640e-04	8.576140e-06	2	1.936690e-03	7.972760e-06	5	false	GAMG	2.230020e-02	1.219510e-04	5	true
0.0164945     	smoothSolver	1.787750e-04	8.471000e-06	2	1.928210e-03	7.837590e-06	5	false	GAMG	2.204060e-02	1.205320e-04	5	true
0.0166405     	smoothSolver	1.779960e-04	8.367830e-06	2	1.919730e-03	7.704510e-06	5	false	GAMG	2.181830e-02	1.190900e-04	5	true
0.0167866     	smoothSolver	1.772270e-04	8.266500e-06	2	1.911310e-03	7.574630e-06	5	false	GAMG	2.148060e-02	1.176780e-04	5	true
0.0169327     	smoothSolver	1.764700e-04	8.167310e-06	2	1.902920e-03	7.446860e-06	5	false	GAMG	2.116300e-02	1.163850e-04	5	true
0.0170787     	smoothSolver	1.757220e-04	8.069710e-06	2	1.894650e-03	7.321990e-06	5	false	GAMG	2.087850e-02	1.150570e-04	5	true
0.0172248     	smoothSolver	1.749820e-04	7.973700e-06	2	1.886570e-03	7.199290e-06	5	false	GAMG	2.060260e-02	1.137880e-04	5	true
0.0173709     	smoothSolver	1.742510e-04	7.879220e-06	2	1.878590e-03	7.079280e-06	5	false	GAMG	2.033320e-02	1.125310e-04	5	true
0.0175169     	smoothSolver	1.735280e-04	7.786310e-06	2	1.870660e-03	6.961410e-06	5	false	GAMG	2.007720e-02	1.113080e-04	5	true
0.017663      	smoothSolver	1.728140e-04	7.694820e-06	2	1.862800e-03	6.846030e-06	5	false	GAMG	1.982330e-02	1.101150e-04	5	true
0.0178091     	smoothSolver	1.721090e-04	7.604820e-06	2	1.855010e-03	6.732760e-06	5	false	GAMG	1.957280e-02	1.089400e-04	5	true
0.0179551     	smoothSolver	1.714150e-04	7.516210e-06	2	1.847290e-03	6.621790e-06	5	false	GAMG	1.934390e-02	1.078000e-04	5	true
